index,mfg,racket,headsize,length,weight,balance,swingweight,flex,acor,sweet,twistweight,vibration,pcode,rccode,units,changed,current
215,Dunlop,CX 400,100,27.0,303,34.0,319,71,41,16,14.6,157,DS400R,RCDUNLOP,,racquetA,x
216,Dunlop,Biomimetic S 6.0 Lite,105,27.25,286,34.5,294,70,38,12,13.2,169,DS60L,RCDUNLOP,,racquetA,
217,Dunlop,F4.0 Tour,100,27.0,322,32.0,310,70,40,15,14.2,156,DBF4T,RCDUNLOP,,racquetA,
218,Dunlop,Biomimetic 600 Lite,105,27.25,288,34.6,313,69,39,14,12.6,159,DB6HL,RCDUNLOP,,racquetA,
219,Dunlop,CX 400 Tour,100,27.0,318,33.0,322,66,41,16,14.4,148,D400T,RCDUNLOP,,racquetA,x
220,Dunlop,FX 500,100,27.0,318,33.0,314,71,40,16,15.4,166,FX500R,RCDUNLOP,,racquetA,x
221,Dunlop,CX 200,98,27.0,323,32.5,317,64,40,16,14.3,143,D200S,RCDUNLOP,,racquetA,x
222,Dunlop,Biomimetic S 8.0 Lite,115,27.5,270,37.2,324,63,41,18,16.2,154,DS80L,RCDUNLOP,,racquetA,
223,Dunlop,FX 500 Tour 2023,98,27.0,320,32.5,317,65,40,16,15.1,146,FX5TR,RCDUNLOP,,racquetA,x
224,Dunlop,Biomimetic 400 Tour,100,27.0,328,31.5,304,69,39,16,12.7,155,DB4H,RCDUNLOP,,racquetA,
225,Dunlop,FX 500 LS 2023,100,27.0,301,33.5,305,67,39,15,15.1,164,FX5LS,RCDUNLOP,,racquetA,x
226,Dunlop,CX 200 Tour 18x20,95,27.0,332,32.0,319,62,41,16,13.6,139,D200T8,RCDUNLOP,,racquetA,x
227,Dunlop,Biomimetic S 3.0 Lite,98,27.0,282,34.1,286,66,37,10,11.7,154,DS30L,RCDUNLOP,,racquetA,
228,Dunlop,FX 500 Lite 2023,100,27.0,283,34.0,301,68,39,14,14.6,164,FX5LR,RCDUNLOP,,racquetA,x
229,Dunlop,Biomimetic F5.0 Tour,100,27.0,318,32.9,313,72,40,16,14.2,160,DBF5T,RCDUNLOP,,racquetA,
230,Dunlop,FX 700,107,27.5,278,34.8,321,68,41,17,15.6,152,FX700R,RCDUNLOP,,racquetA,x
231,Dunlop,FX 700 2023,107,27.5,325,34.8,325,67,41,17,16.2,156,DFX7R,RCDUNLOP,,racquetA,x
232,Dunlop,Biomimetic M 3.0,98,27.0,317,33.5,320,67,41,16,13.5,146,DM30,RCDUNLOP,,racquetA,
233,Dunlop,Biomimetic S5.0 Lite,100,27.0,261,36.3,298,67,38,13,12.9,160,DBS5L,RCDUNLOP,,racquetA,
234,Dunlop,CX 200 Tour 16x19,95,27.0,326,32.0,318,63,40,16,13.6,138,D200T6,RCDUNLOP,,racquetA,x
235,Dunlop,Biomimetic S 7.0,110,27.25,287,35.5,320,69,41,17,16.4,162,DBS7L,RCDUNLOP,,racquetA,
236,Dunlop,Force 100,100,27.0,306,33.5,313,71,40,15,13.8,161,DF100,RCDUNLOP,,racquetA,
237,Dunlop,Biomimetic S 6.0,105,27.25,287,34.5,305,71,39,14,13.8,164,DBS6LP,RCDUNLOP,,racquetA,
238,Dunlop,FX 500 2023,100,27.0,320,33.0,321,69,41,17,16.2,163,DFX500,RCDUNLOP,,racquetA,x
239,Dunlop,CX 200 OS,105,27.0,312,33.5,313,61,40,16,14.8,139,D200OS,RCDUNLOP,,racquetA,x
240,Dunlop,FX 500 LS,100,27.0,301,33.5,300,71,39,14,14.2,169,F500LS,RCDUNLOP,,racquetA,x
241,Dunlop,FX 500 Tour,98,27.0,323,32.5,318,69,41,16,15.1,154,FX500T,RCDUNLOP,,racquetA,x
242,Dunlop,Force 100 Tour,100,27.0,318,33.1,322,71,41,16,13.7,161,DF100T,RCDUNLOP,,racquetA,
243,Dunlop,Force 105,105,27.25,300,33.1,304,64,39,14,14.5,149,DF105,RCDUNLOP,,racquetA,
244,Dunlop,M-Fil 300,98,27.0,308,33.3,315,61,39,11,10.8,138,D300,RCDUNLOP,,racquetA,
245,Dunlop,SX 300 Tour,98,27.0,323,32.5,324,66,41,17,14.7,148,T310DU,RCDUNLOP,,racquetA,x
246,Dunlop,Precision 98,98,27.0,312,32.5,298,68,38,13,13.5,155,DP98,RCDUNLOP,,racquetA,
247,Dunlop,M-Fil 800,114,27.5,280,35.2,315,71,42,16,14.2,162,MF800D,RCDUNLOP,,racquetA,
248,Dunlop,FX 500 Lite,100,27.0,282,34.0,293,70,38,13,13.9,168,FX500L,RCDUNLOP,,racquetA,x
249,Dunlop,S4.0 Lite,100,27.0,283,33.5,284,69,37,11,12.7,159,DBS4L,RCDUNLOP,,racquetA,
250,Dunlop,SX 300,100,27.0,318,33.0,322,68,41,17,15.0,152,X300DU,RCDUNLOP,,racquetA,x
251,Dunlop,Srixon Revo CZ 100S,100,27.0,297,33.1,306,70,39,15,14.6,164,RCZ1HS,RCDUNLOP,,racquetA,x
252,Dunlop,Precision 100,100,27.0,306,32.0,279,66,36,10,12.7,153,DP100,RCDUNLOP,,racquetA,
253,Dunlop,Srixon Revo CV 5.0 OS,105,27.25,286,34.5,314,67,40,16,14.9,151,RV5OS,RCDUNLOP,,racquetA,x
254,Dunlop,Force 98 Tour,98,27.0,325,32.2,314,71,40,15,13.7,164,DF98T,RCDUNLOP,,racquetA,
255,Dunlop,iDapt Force 100,100,27.0,320,33.8,319,70,41,16,14.9,161,IDF1H,RCDUNLOP,,racquetA,
256,Dunlop,Precision 98 Tour,98,27.0,330,32.1,310,68,40,15,13.8,153,DP98T,RCDUNLOP,,racquetA,
257,Dunlop,SX300,100,27.0,320,33.0,326,65,41,17,14.9,145,RSX300,RCDUNLOP,,racquetA,x
258,Dunlop,Srixon Revo CX Tour 18x20,95,27.0,329,31.5,314,61,40,15,12.6,140,R2T18,RCDUNLOP,,racquetA,x
259,Dunlop,Srixon CX 200 LS,98,27.0,306,33.5,316,64,40,16,14.4,148,CX2HLS,RCDUNLOP,,racquetA,x
260,Dunlop,Srixon Revo CV 3.0,100,27.0,318,33.0,318,68,41,16,15.2,152,RV3,RCDUNLOP,,racquetA,x
261,Dunlop,Srixon Revo CV 5.0,102,27.0,295,34.5,309,66,40,15,14.8,158,RV5,RCDUNLOP,,racquetA,x
262,Dunlop,iDapt Force 105,105,27.0,305,33.9,306,66,39,14,14.7,154,IDF105H,RCDUNLOP,,racquetA,
263,Dunlop,Srixon CX 200 Tour (18x20),95,27.0,332,32.0,318,63,40,15,13.5,138,DSCX2H,RCDUNLOP,,racquetA,x
264,Dunlop,Force 98,98,27.0,310,33.5,312,70,40,15,14.0,163,DF98,RCDUNLOP,,racquetA,
265,Dunlop,iDapt Force 100S,100,27.0,321,34.1,328,70,42,17,14.2,162,IDF1HSH,RCDUNLOP,,racquetA,
266,Dunlop,Srixon Revo CX 2.0,98,27.0,318,32.5,314,68,40,15,13.6,157,RCX2,RCDUNLOP,,racquetA,x
267,Dunlop,Precision 100 Tour,100,27.0,324,31.7,296,67,38,13,13.8,152,DP100T,RCDUNLOP,,racquetA,
268,Dunlop,Srixon Revo CX 4.0,100,27.0,300,33.0,302,71,39,14,14.2,172,RCX4,RCDUNLOP,,racquetA,x
269,Dunlop,Srixon Revo CV 3.0 F,100,27.0,318,33.0,317,69,41,16,14.8,169,RV3F,RCDUNLOP,,racquetA,x
270,Dunlop,M-Fil 200,95,27.0,346,32.1,325,64,40,13,12.4,145,D200,RCDUNLOP,,racquetA,
271,Dunlop,Srixon Revo CX 2.0 LS,98,27.0,313,33.0,316,66,40,16,13.5,151,RCX2LS,RCDUNLOP,,racquetA,x
272,Dunlop,Srixon CX 200 Tour (16x19),95,27.0,328,32.0,317,64,40,15,13.0,144,CX2H16,RCDUNLOP,,racquetA,x
273,Dunlop,SX300 Tour,100,27.0,332,32.5,336,65,42,18,15.4,146,SX300T,RCDUNLOP,,racquetA,x
274,Dunlop,M4.0,100,27.0,309,33.4,308,69,40,15,14.4,153,DBM4,RCDUNLOP,,racquetA,
275,Dunlop,M-Fil 400,100,27.25,298,33.6,307,69,38,13,11.9,157,D400,RCDUNLOP,,racquetA,
276,Dunlop,iDapt Force 98,98,27.0,322,33.9,317,67,40,16,14.3,153,IDF98,RCDUNLOP,,racquetA,
277,Dunlop,Srixon Revo CV 3.0 F Tour,97,27.0,323,33.3,326,69,42,17,14.8,153,RV3T,RCDUNLOP,,racquetA,x
278,Dunlop,Srixon Revo CZ 98D,98,27.0,301,32.5,296,69,38,14,14.5,164,RCZ98D,RCDUNLOP,,racquetA,x
279,Dunlop,Srixon CX 200,98,27.0,323,32.5,319,65,41,16,14.2,148,CX2H,RCDUNLOP,,racquetA,x
280,Dunlop,Srixon Revo CV 3.0 F LS,100,27.0,303,33.5,311,69,40,16,14.9,164,RV3FLS,RCDUNLOP,,racquetA,x
281,Dunlop,Srixon CX 400,100,27.0,301,34.0,314,71,40,16,14.7,163,CX4H,RCDUNLOP,,racquetA,x
282,Dunlop,Srixon CX 200+,98,27.5,323,33.0,340,66,43,18,14.7,149,CX2HP,RCDUNLOP,,racquetA,x
283,Fischer,M Pro Number One 98 SL,98,27.0,335,31.8,311,58,39,14,13.1,132,MP198S,RCFISCHER,,racquetA,
284,Fischer,M Pro Number One 98 Light,98,27.0,309,33.3,311,59,39,14,12.4,134,MP198U,RCFISCHER,,racquetA,
285,Fischer,M Comp 95,95,27.0,340,35.4,321,58,39,12,11.3,132,FMC95,RCFISCHER,,racquetA,
286,Fischer,Progressor NT,98,27.5,315,34.0,335,59,40,15,12.9,134,FPNT,RCFISCHER,,racquetA,
287,Fischer,Magnetic Tour ++ (heavy),100,27.0,332,31.5,294,57,38,13,14.0,129,FMTSL,RCFISCHER,,racquetA,
288,Gamma,G250,110,27.75,275,35.9,320,68,40,16,14.3,155,G250,RCGAMMA,,racquetA,
289,Gamma,CP-1200,110,27.5,278,35.2,307,69,39,14,13.3,159,G1200,RCGAMMA,,racquetA,
290,Gamma,T-7,100,27.0,328,31.9,318,58,39,13,12.2,132,GT7,RCGAMMA,,racquetA,
291,Gamma,Tour 340X,93,27.0,338,31.8,324,68,40,15,9.9,146,G340,RCGAMMA,,racquetA,
292,Gamma,Tour 300X,98,27.0,305,34.8,318,65,40,16,13.9,145,G300,RCGAMMA,,racquetA,
293,Gamma,T-5,100,27.0,312,32.2,314,72,38,12,11.8,164,GT5,RCGAMMA,,racquetA,
294,Gamma,RZR 100T,100,27.0,330,34.3,348,75,44,20,16.0,167,GR100T,RCGAMMA,,racquetA,
295,Gamma,Tour 320X,98,27.0,320,33.5,316,66,39,14,10.3,150,G320X,RCGAMMA,,racquetA,
296,Gamma,CP-1000,102,27.2,294,35.6,325,73,42,16,13.0,164,G1000,RCGAMMA,,racquetA,
297,Gamma,Tour 340X Team,93,27.0,292,34.7,302,66,38,11,9.2,152,G340T,RCGAMMA,,racquetA,
298,Gamma,G310,100,27.0,322,32.4,300,63,38,11,12.1,143,G310,RCGAMMA,,racquetA,
299,Gamma,RZR 98,98,27.0,316,33.0,312,60,40,15,13.1,134,GR98,RCGAMMA,,racquetA,
300,Gamma,G260,105,27.5,274,34.9,303,60,38,13,13.6,136,G260,RCGAMMA,,racquetA,
301,Gamma,Big Bubba,137,29.0,273,38.1,332,65,42,20,19.9,148,GBUBBA,RCGAMMA,,racquetA,
302,Gamma,C-3,102,27.0,306,33.8,311,64,38,13,11.7,145,GC3,RCGAMMA,,racquetA,
303,Gamma,Ipex 2.0 OS,137,28.0,278,38.1,348,63,43,23,21.2,143,IPEX2,RCGAMMA,,racquetA,
304,Gamma,RZR 95,95,27.0,326,31.9,302,65,39,13,13.5,145,GR95,RCGAMMA,,racquetA,
305,Gamma,C-1,110,27.75,270,36.2,330,66,40,15,13.8,150,GC1,RCGAMMA,,racquetA,
306,Gamma,C-2,106,27.5,282,37.0,357,71,42,18,12.8,162,GC2,RCGAMMA,,racquetA,
307,Gamma,RZR 105,105,27.25,302,34.5,323,68,41,17,15.2,151,GR105,RCGAMMA,,racquetA,
308,Gamma,RZR 100,100,27.0,304,33.8,304,74,39,14,14.8,170,GR100,RCGAMMA,,racquetA,
309,Gamma,RZR 110,110,27.25,292,36.0,326,67,42,18,16.5,154,GR110,RCGAMMA,,racquetA,
310,Gamma,C-4,100,27.25,300,34.0,329,72,40,15,13.4,164,GC4,RCGAMMA,,racquetA,
311,Gamma,Tour 330X,95,27.0,328,31.5,321,67,39,14,11.2,146,G330X,RCGAMMA,,racquetA,
312,Gamma,RZR 98 T,98,27.0,342,32.5,332,65,42,17,14.1,138,GR98T,RCGAMMA,,racquetA,
313,Gamma,T-6,98,27.0,300,34.0,315,62,39,13,11.0,141,GT6,RCGAMMA,,racquetA,
314,Head,Airflow 1,99,27.0,264,36.3,291,73,33,9,12.9,166,HAF1,RCHEAD,,racquetA,
315,Head,Airflow 3 Crossbow,102,27.0,282,35.8,309,72,39,14,13.9,164,HAF308,RCHEAD,,racquetA,
316,Head,Airflow 3,102,27.0,261,36.2,285,72,36,11,13.3,164,HAF3,RCHEAD,,racquetA,
317,Head,Airflow 7,115,27.0,250,35.6,265,67,34,9,13.6,152,HAF7,RCHEAD,,racquetA,
318,Head,Boom Pro 2022,98,27.0,329,32.4,325,67,41,17,14.6,146,BOOMP,RCHEAD,,racquetA,x
319,Head,Airflow 5 Crossbow,102,27.0,274,36.0,301,72,37,12,15.4,164,HAF508,RCHEAD,,racquetA,
320,Head,FXP Instinct Team MP,105,27.0,281,35.2,306,66,38,14,15.2,150,FPIT,RCHEAD,,racquetA,
321,Head,Crossbow 2,102,27.3,283,35.5,316,72,40,14,12.3,164,HCB2,RCHEAD,,racquetA,
322,Head,FXP Radical Team,102,27.0,295,28.6,313,59,39,14,13.4,134,FXPRT,RCHEAD,,racquetA,
323,Head,Flexpoint Radical MP,98,27.0,315,34.0,336,63,42,17,13.1,143,FPRMP,RCHEAD,,racquetA,
324,Head,Extreme MP 2022,100,27.0,318,33.0,322,66,41,16,14.3,152,HREM22,RCHEAD,,racquetA,x
325,Head,Graphene 360 Instinct S,100,27.0,301,33.0,309,65,40,15,14.6,142,H360IS,RCHEAD,,racquetA,x
326,Head,Flexpoint 10,121,27.5,254,37.5,309,64,39,15,18.3,145,HFP10,RCHEAD,,racquetA,
327,Head,Crossbow 6,112,27.3,284,36.8,333,72,41,16,15.9,164,HCB63,RCHEAD,,racquetA,
328,Head,Flexpoint Prestige Mid,93,27.0,349,32.4,326,65,41,16,13.4,148,FXPP,RCHEAD,,racquetA,
329,Head,Extreme Tour 2022,98,27.0,320,32.5,317,63,40,16,13.9,138,HRET22,RCHEAD,,racquetA,x
330,Head,Crossbow 4,107,27.3,277,36.0,310,71,40,13,13.6,162,HCB4,RCHEAD,,racquetA,
331,Head,Boom MP 2022,100,27.0,315,32.7,318,64,40,16,14.3,144,BOOMM,RCHEAD,,racquetA,x
332,Head,Flexpoint Heat MP,102,27.0,295,33.7,296,62,38,12,13.1,141,FXPH,RCHEAD,,racquetA,
333,Head,Flexpoint 6 OS,112,27.3,292,37.8,356,61,43,20,18.7,138,HFROS,RCHEAD,,racquetA,
334,Head,Flexpoint Radical OS,107,27.0,315,34.3,339,58,41,17,17.0,132,FPR,RCHEAD,,racquetA,
335,Head,Crossbow 8,118,27.3,279,36.0,311,70,40,15,15.5,159,HCB8,RCHEAD,,racquetA,
336,Head,Graphene 360 Instinct MP,100,27.0,318,33.0,320,65,41,16,14.9,142,H360IM,RCHEAD,,racquetA,x
337,Head,Airflow 7 Crossbow,115,27.0,256,36.2,285,70,36,11,14.8,159,HAF708,RCHEAD,,racquetA,
338,Head,Flexpoint Prestige XL MP,98,27.3,337,32.4,332,65,41,16,13.6,148,FXPPXL,RCHEAD,,racquetA,
339,Head,Airflow 5,109,27.0,258,35.0,270,71,35,9,13.6,162,HAF5,RCHEAD,,racquetA,
340,Head,Crossbow 10,124,27.3,278,36.2,317,71,40,14,17.8,162,HCB10,RCHEAD,,racquetA,
341,Head,Graphene 360 Extreme Pro,100,27.0,329,32.5,331,64,42,17,14.8,141,H360EP,RCHEAD,,racquetA,x
342,Head,Graphene 360 Instinct PWR,115,27.7,247,38.5,314,70,40,17,16.1,174,H360IP,RCHEAD,,racquetA,x
343,Head,Graphene 360 Extreme MP,100,27.0,318,33.5,328,63,42,16,15.1,140,H360EM,RCHEAD,,racquetA,x
344,Head,Graphene 360 Extreme Lite,100,27.0,281,35.3,315,62,40,16,15.2,145,H360EL,RCHEAD,,racquetA,x
345,Head,Graphene 360+ Extreme Lite,105,27.0,278,35.3,310,67,40,16,15.8,150,HG36L,RCHEAD,,racquetA,x
346,Head,Graphene 360 Instinct Lite,107,27.2,286,35.0,311,64,40,16,16.1,146,H360IL,RCHEAD,,racquetA,x
347,Head,Graphene 360 Speed Pro,100,27.0,326,32.5,318,62,40,16,14.2,144,HG360S,RCHEAD,,racquetA,x
348,Head,Graphene 360+ Extreme Tour,98,27.0,323,32.5,318,65,40,16,14.3,142,G360ET,RCHEAD,,racquetA,x
349,Head,Graphene 360 Speed MP,100,27.0,318,33.0,317,63,40,16,15.0,145,HGSPM,RCHEAD,,racquetA,x
350,Head,Graphene 360+ Extreme MP,100,27.0,318,33.5,325,66,41,17,14.9,146,360XM,RCHEAD,,racquetA,x
351,Head,Graphene 360 Speed Lite,100,27.0,281,34.8,300,68,39,14,13.8,156,HGSLR,RCHEAD,,racquetA,x
352,Head,Graphene 360 Radical S,102,27.0,294,32.6,307,61,39,14,13.8,145,HG3RS,RCHEAD,,racquetA,x
353,Head,Graphene 360+ Extreme S,105,27.0,289,34.5,312,66,40,16,15.7,145,HG36S,RCHEAD,,racquetA,x
354,Head,Graphene 360+ Gravity Pro,100,27.0,332,32.4,332,62,42,17,14.5,138,HGPG36,RCHEAD,,racquetA,x
355,Head,Graphene 360+ Gravity MP Lite,100,27.0,295,33.2,303,62,39,14,13.8,144,HGML36,RCHEAD,,racquetA,x
356,Head,Graphene 360+ Gravity MP,100,27.0,312,33.5,323,62,41,16,14.1,139,HGMG36,RCHEAD,,racquetA,x
357,Head,Graphene 360 Radical MP,98,27.0,312,32.4,324,68,41,16,13.6,152,HG3RMP,RCHEAD,,racquetA,x
358,Head,Graphene 360+ Gravity Tour,100,27.0,323,33.0,325,61,41,17,14.8,139,HGTG36,RCHEAD,,racquetA,x
359,Head,Graphene 360 Radical Pro,98,27.0,326,32.4,325,68,42,16,14.0,160,HG3RP,RCHEAD,,racquetA,x
360,Head,Graphene 360+ Extreme Nite MP,100,27.0,318,33.5,325,66,41,17,14.9,146,MPNEXT,RCHEAD,,racquetA,x
361,Head,Graphene 360+ Radical Pro,98,27.0,332,32.4,330,65,42,17,14.1,146,HRRP,RCHEAD,,racquetA,x
362,Head,Graphene Prestige Rev Pro,93,27.0,316,33.0,327,61,41,15,12.1,137,GPRP,RCHEAD,,racquetA,
363,Head,Graphene 360+ Gravity Pro 2021,100,27.0,332,32.4,332,62,42,17,14.5,138,HRGP,RCHEAD,,racquetA,x
364,Head,Graphene 360+ Gravity Lite 2021,104,27.0,298,34.3,298,60,38,13,14.7,143,HRGL,RCHEAD,,racquetA,x
365,Head,Graphene 360+ Gravity Tour 2021,100,27.0,323,33.0,325,61,41,17,14.8,139,HGRATR,RCHEAD,,racquetA,x
366,Head,Graphene 360+ Speed Lite,100,27.0,278,34.8,304,68,39,14,13.8,152,H3SLIT,RCHEAD,,racquetA,x
367,Head,Graphene 360+ Prestige Mid,93,27.0,335,32.0,328,65,42,15,13.3,135,HPRMIR,RCHEAD,,racquetA,x
368,Head,Graphene 360+ Instinct Lite,107,27.2,283,35.0,308,63,39,15,15.7,137,HRIL,RCHEAD,,racquetA,x
369,Head,Graphene 360+ Extreme Nite Tour,98,27.0,323,32.5,318,65,40,16,14.3,142,TONEXT,RCHEAD,,racquetA,x
370,Head,Graphene 360+ Instinct PWR,115,27.7,244,38.1,312,70,40,16,15.8,170,HINPWR,RCHEAD,,racquetA,x
371,Head,Graphene 360+ Gravity MP 2021,100,27.0,312,33.5,323,62,41,16,14.1,139,HRGMP,RCHEAD,,racquetA,x
372,Head,Graphene 360+ Radical S,102,27.0,295,33.0,309,63,40,15,14.2,148,HRRS,RCHEAD,,racquetA,x
373,Head,Graphene 360+ Speed MP,100,27.0,318,33.0,328,64,42,17,14.4,145,H3SMIP,RCHEAD,,racquetA,x
374,Head,Graphene 360 Speed MP Lite,100,27.0,292,34.0,309,63,40,15,14.1,145,HG360L,RCHEAD,,racquetA,x
375,Head,Graphene 360+ Speed MP Lite,100,27.0,292,34.0,313,64,40,15,13.5,145,H3SMPL,RCHEAD,,racquetA,x
376,Head,Graphene 360+ Gravity S 2021,104,27.0,301,33.5,307,61,39,15,15.5,138,HRGS,RCHEAD,,racquetA,x
377,Head,Graphene 360+ Instinct MP,100,27.0,318,33.0,314,64,40,16,14.8,143,HRIMP,RCHEAD,,racquetA,x
378,Head,Graphene Extreme Pro,100,27.0,335,32.2,320,68,41,17,15.9,151,HGEP,RCHEAD,,racquetA,
379,Head,Graphene 360+ Gravity S,104,27.0,301,33.5,307,61,39,15,15.5,138,HGRS36,RCHEAD,,racquetA,x
380,Head,Graphene 360+ Prestige Pro,95,27.0,335,32.5,327,65,42,16,14.2,141,HPREPR,RCHEAD,,racquetA,x
381,Head,Graphene 360+ Prestige Tour,99,27.0,323,33.0,326,65,41,17,14.9,146,HPRTOR,RCHEAD,,racquetA,x
382,Head,Graphene 360+ Speed PWR,115,27.4,275,35.6,319,69,41,17,16.5,164,H3SPWR,RCHEAD,,racquetA,x
383,Head,Graphene 360+ Gravity Lite,104,27.0,298,34.3,298,60,38,13,14.7,143,HGLI36,RCHEAD,,racquetA,x
384,Head,Graphene Extreme MP,100,27.0,321,33.4,321,70,41,17,15.7,159,HGEMP,RCHEAD,,racquetA,
385,Head,Graphene 360+ Speed Pro (Black),100,27.0,329,32.5,329,62,42,16,14.4,139,HRSPB,RCHEAD,,racquetA,x
386,Head,Graphene 360+ Speed S,100,27.0,301,33.0,307,69,39,15,13.9,153,H3SSMA,RCHEAD,,racquetA,x
387,Head,Graphene Prestige Pro,98,27.0,334,33.3,339,64,43,18,14.5,136,GPP,RCHEAD,,racquetA,
388,Head,Graphene Prestige S,98,27.0,317,33.3,316,62,40,16,13.7,136,GPS,RCHEAD,,racquetA,
389,Head,Graphene Touch Instinct Lite,107,27.2,281,34.8,298,61,38,14,16.1,141,HGTIL,RCHEAD,,racquetA,x
390,Head,Graphene Touch Extreme Lite,100,27.0,274,34.8,299,60,38,13,13.8,136,HGTEL,RCHEAD,,racquetA,x
391,Head,Graphene Extreme Lite,100,27.0,288,35.0,312,62,40,15,14.6,140,HGEL,RCHEAD,,racquetA,
392,Head,Graphene Touch Speed PWR,115,27.4,275,35.8,315,62,40,17,16.6,150,HGTSPW,RCHEAD,,racquetA,x
393,Head,Graphene Touch Instinct PWR,115,27.7,249,37.3,300,67,39,14,15.8,174,HGTIP,RCHEAD,,racquetA,x
394,Head,Graphene Touch Prestige Mid,93,27.0,337,32.0,326,61,41,16,12.2,145,GTPM,RCHEAD,,racquetA,x
395,Head,Graphene XT Radical Lite,102,27.0,273,35.6,302,59,39,14,13.9,140,HGXTRL,RCHEAD,,racquetA,x
396,Head,Graphene Touch Instinct MP,100,27.0,315,33.8,312,71,40,16,15.4,162,HGTIMP,RCHEAD,,racquetA,x
397,Head,Graphene XT Radical Pro,98,27.0,330,33.0,336,68,43,18,14.4,151,HGXTRPR,RCHEAD,,racquetA,
398,Head,Graphene XT Prestige Rev Pro,93,27.0,311,32.8,319,61,40,15,11.6,140,GXTPRP,RCHEAD,,racquetA,x
399,Head,Graphene XT Radical MP A,98,27.0,310,32.8,315,65,40,16,14.0,144,HGXTRMA,RCHEAD,,racquetA,
400,Head,Graphene Radical Pro,98,27.0,324,32.5,326,68,42,16,13.9,149,HGRP,RCHEAD,,racquetA,
401,Head,Graphene Radical MP,98,27.0,316,33.0,316,65,40,16,13.8,152,HGRMP,RCHEAD,,racquetA,
402,Head,Graphene 360+ Radical MP,98,27.0,318,33.0,326,65,41,17,14.4,146,HRRMP,RCHEAD,,racquetA,x
403,Head,Graphene Radical S,102,27.0,293,33.4,309,63,40,14,13.2,149,HGRS,RCHEAD,,racquetA,
404,Head,Graphene Touch Speed Pro,100,27.0,324,32.3,311,63,40,15,13.8,146,GTSP,RCHEAD,,racquetA,x
405,Head,Graphene Touch Instinct S,100,27.0,300,32.6,294,64,38,13,14.4,143,HGTIS,RCHEAD,,racquetA,x
406,Head,Graphene Touch Speed MP,100,27.0,314,32.6,309,64,40,14,13.6,145,GTSMP,RCHEAD,,racquetA,x
407,Head,Graphene Touch Prestige Midplus,95,27.0,338,32.5,321,65,41,16,13.5,143,GTPMP,RCHEAD,,racquetA,x
408,Head,Graphene 360+ Prestige Midplus,98,27.0,337,32.0,323,61,41,16,13.9,135,HPRMPR,RCHEAD,,racquetA,x
409,Head,Graphene XT Instinct MP,100,27.0,316,33.0,321,65,41,16,14.1,137,HGXIMP,RCHEAD,,racquetA,
410,Head,Graphene Touch Radical MP,98,27.0,310,33.0,327,65,42,17,14.3,151,HGTRMP,RCHEAD,,racquetA,x
411,Head,Graphene 360+ Speed Pro,100,27.0,329,32.5,329,62,42,17,14.4,139,H3SPRO,RCHEAD,,racquetA,x
412,Head,Graphene 360+ Speed MP (Black),100,27.0,318,33.0,328,64,42,16,14.4,145,HRSMP,RCHEAD,,racquetA,x
413,Head,Graphene Touch Radical S,102,27.0,293,33.1,301,61,38,14,14.1,143,HGTRS,RCHEAD,,racquetA,x
414,Head,Graphene Touch Speed S,100,27.0,304,33.5,308,68,40,15,14.8,154,GTSS,RCHEAD,,racquetA,x
415,Head,Graphene Prestige Midplus,98,27.0,329,32.7,324,63,41,16,13.6,135,GPMP,RCHEAD,,racquetA,x
416,Head,Graphene XT Prestige Midplus,98,27.0,336,32.0,317,65,40,16,13.5,149,GXTPMP,RCHEAD,,racquetA,x
417,Head,Graphene XT Extreme Pro,100,27.0,340,32.7,331,69,42,18,16.7,153,HXTEP,RCHEAD,,racquetA,
418,Head,Graphene Radical Rev,98,27.0,275,36.7,331,64,42,17,13.7,148,HGREV,RCHEAD,,racquetA,
419,Head,Graphene Touch Extreme MP,100,27.0,310,33.0,323,63,41,17,14.6,139,HGTEMP,RCHEAD,,racquetA,x
420,Head,Graphene Touch Radical MP Ltd.,98,27.0,312,33.0,323,65,41,16,13.6,158,GTRMPL,RCHEAD,,racquetA,x
421,Head,Graphene XT Speed Pro,100,27.0,329,31.8,311,68,40,15,13.4,147,GXSP,RCHEAD,,racquetA,x
422,Head,Graphene Touch Radical Pro,98,27.0,325,32.5,324,66,41,17,14.6,157,GRP,RCHEAD,,racquetA,x
423,Head,Liquid Metal 4 OS,102,27.5,293,36.2,329,67,41,16,13.1,152,LM4,RCHEAD,,racquetA,x
424,Head,Graphene XT Extreme Lite,100,27.0,282,35.0,305,62,39,14,14.6,144,HXTEL,RCHEAD,,racquetA,
425,Head,Graphene XT Instinct Rev Pro,100,26.8,272,35.8,304,61,39,14,13.9,147,HGXIRP,RCHEAD,,racquetA,x
426,Head,Graphene Touch Prestige Pro,95,27.0,332,32.5,322,63,41,16,13.8,140,GTPP,RCHEAD,,racquetA,x
427,Head,Graphene XT Speed MPA,100,27.0,320,33.5,326,69,41,16,14.9,146,GXSMP,RCHEAD,,racquetA,
428,Head,Graphene XT Extreme MP A,100,27.0,309,33.0,309,65,40,15,14.0,145,HXTEMP,RCHEAD,,racquetA,
429,Head,Graphene Touch Prestige Tour,99,27.0,323,33.0,325,65,41,17,14.7,143,GTPT,RCHEAD,,racquetA,x
